"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"12/7/2023","12/7/2023","12/11/2023","ZVSA","ZyVersa
CUSIP: 98987D201","Sell","1","$1.28","$1.28"
"12/7/2023","12/7/2023","12/11/2023","MCOM","MICROMOBILITY.COM
CUSIP: 42309B600","Sell","1","$1.15","$1.15"
"12/7/2023","12/7/2023","12/7/2023","ZVSA","ZyVersa
CUSIP: 98987D201","SPR","1","",""
"12/6/2023","12/7/2023","12/8/2023","PAVM","PAVmed
CUSIP: 70387R106","SPR","1S","",""
"12/6/2023","12/6/2023","12/8/2023","PAVM","PAVmed
CUSIP: 70387R106","Buy","1","$0.23","($0.23)"
"12/6/2023","12/6/2023","12/6/2023","MCOM","MICROMOBILITY.COM
CUSIP: 42309B600","SPR","1","",""
"12/5/2023","12/5/2023","12/7/2023","BNRG","Brenmiller Energy
CUSIP: M2R43K362","Sell","0.5","$6.10","$3.05"
"12/5/2023","12/5/2023","12/7/2023","ENG","ENGlobal
CUSIP: 293306205","Sell","1","$2.02","$2.02"
"12/5/2023","12/5/2023","12/5/2023","ZVSA","ZyVersa
CUSIP: 98987D102","SPR","1S","",""
"12/5/2023","12/5/2023","12/5/2023","ENG","ENGlobal
CUSIP: 293306205","SPR","1","",""
"12/4/2023","12/4/2023","12/6/2023","LQR","LQR House Inc
CUSIP: 50215C208","Sell","1","$1.30","$1.31"
"12/4/2023","12/4/2023","12/6/2023","CING","Cingulate
CUSIP: 17248W204","Sell","1","$5.38","$5.39"
"12/4/2023","12/4/2023","12/6/2023","UK","Ucommune
CUSIP: G9449A134","Sell","1","$3.73","$3.73"
"12/4/2023","12/4/2023","12/4/2023","CING","Cingulate
CUSIP: 17248W204","SPR","1","",""
"12/4/2023","12/4/2023","12/4/2023","LQR","LQR House Inc
CUSIP: 50215C208","SPR","1","",""
"12/4/2023","12/4/2023","12/4/2023","UK","Ucommune
CUSIP: G9449A134","SPR","1","",""
"12/1/2023","12/4/2023","12/5/2023","SYTA","Siyata Mobile
CUSIP: 83013Q707","SPR","0.1429","",""
"12/1/2023","12/4/2023","12/5/2023","SYTA","Siyata Mobile
CUSIP: 83013Q608","SPR","1S","",""
"12/1/2023","12/4/2023","12/5/2023","BNRG","Brenmiller Energy
CUSIP: M2R43K362","SPR","0.5","",""
"12/1/2023","12/4/2023","12/5/2023","BNRG","Brenmiller Energy
CUSIP: M2R43K115","SPR","5S","",""
"12/1/2023","12/4/2023","12/5/2023","MCOM","micromobility.com
CUSIP: 42309B402","SPR","1S","",""
"12/1/2023","12/1/2023","12/5/2023","BNRG","Brenmiller Energy
CUSIP: M2R43K115","Buy","5","$0.60","($3.02)"
"12/1/2023","12/1/2023","12/5/2023","MCOM","micromobility.com
CUSIP: 42309B402","Buy","1","$0.01","($0.01)"
"12/1/2023","12/1/2023","12/5/2023","SYTA","Siyata Mobile
CUSIP: 83013Q608","Buy","1","$0.42","($0.42)"
"12/1/2023","12/1/2023","12/5/2023","ZVSA","ZyVersa
CUSIP: 98987D102","Buy","1","$0.06","($0.06)"
"12/1/2023","12/1/2023","12/5/2023","CMND","Clearmind Medicine
CUSIP: 185053402","Sell","0.033333","$4.45","$0.15"
"12/1/2023","12/1/2023","12/5/2023","SEEL","Seelos Therapeutics
CUSIP: 81577F208","Sell","0.033333","$1.30","$0.04"
"12/1/2023","12/1/2023","12/1/2023","ENG","ENGlobal
CUSIP: 293306106","SPR","1S","",""
"11/30/2023","11/30/2023","12/4/2023","CENN","Cenntro Electric Group Limited
CUSIP: Q6519V120","Buy","1","$0.16","($0.16)"
"11/30/2023","11/30/2023","12/4/2023","YOSH","Yoshiharu Global
CUSIP: 98740Y302","Sell","1","$5.85","$5.85"
"11/30/2023","11/30/2023","11/30/2023","YOSH","Yoshiharu Global
CUSIP: 98740Y302","SPR","1","",""
"11/29/2023","11/30/2023","12/1/2023","LQR","LQR House Inc
CUSIP: 50215C109","SPR","1S","",""
"11/29/2023","11/30/2023","12/1/2023","CING","Cingulate
CUSIP: 17248W105","SPR","1S","",""
"11/29/2023","11/30/2023","12/1/2023","UK","Ucommune
CUSIP: G9449A209","SPR","1S","",""
"11/29/2023","11/29/2023","12/1/2023","ENG","ENGlobal
CUSIP: 293306106","Buy","1","$0.24","($0.24)"
"11/29/2023","11/29/2023","12/1/2023","CHR","Cheer Holding, Inc
CUSIP: G39973204","Sell","1","$3.46","$3.46"
"11/29/2023","11/29/2023","12/1/2023","LQR","LQR House Inc
CUSIP: 50215C109","Buy","1","$0.03","($0.03)"
"11/29/2023","11/29/2023","12/1/2023","CING","Cingulate
CUSIP: 17248W105","Buy","1","$0.33","($0.33)"
"11/29/2023","11/29/2023","12/1/2023","UK","Ucommune
CUSIP: G9449A209","Buy","1","$0.37","($0.37)"
"11/29/2023","11/29/2023","11/29/2023","CHR","Cheer Holding, Inc
CUSIP: G39973204","SPR","1","",""
"11/27/2023","11/28/2023","11/29/2023","CMND","Clearmind Medicine
CUSIP: 185053402","SPR","0.0333","",""
"11/27/2023","11/28/2023","11/29/2023","CMND","Clearmind Medicine
CUSIP: 185053204","SPR","1S","",""
"11/27/2023","11/28/2023","11/29/2023","YOSH","Yoshiharu Global
CUSIP: 98740Y104","SPR","1S","",""
"11/27/2023","11/28/2023","11/29/2023","SEEL","Seelos Therapeutics
CUSIP: 81577F208","SPR","0.0333","",""
"11/27/2023","11/28/2023","11/29/2023","SEEL","Seelos Therapeutics
CUSIP: 81577F109","SPR","1S","",""
"11/27/2023","11/27/2023","11/29/2023","YOSH","Yoshiharu Global
CUSIP: 98740Y104","Buy","1","$0.45","($0.45)"
"11/27/2023","11/27/2023","11/29/2023","SEEL","Seelos Therapeutics
CUSIP: 81577F109","Buy","1","$0.11","($0.11)"
"11/27/2023","11/27/2023","11/29/2023","CMND","Clearmind Medicine
CUSIP: 185053204","Buy","1","$0.11","($0.11)"
"11/24/2023","11/27/2023","11/28/2023","CHR","Cheer Holding, Inc
CUSIP: G39973105","SPR","1S","",""
"11/24/2023","11/24/2023","11/28/2023","IFBD","Infobird
CUSIP: G47724128","Sell","1","$1.67","$1.67"
"11/24/2023","11/24/2023","11/28/2023","THAR","Tharimmune, Inc.
CUSIP: 432705200","Sell","1","$2.90","$2.90"
"11/24/2023","11/24/2023","11/28/2023","VTVT","vTv Therapeutics
CUSIP: 918385204","Sell","1","$10.64","$10.64"
"11/24/2023","11/24/2023","11/28/2023","CHR","Cheer Holding, Inc
CUSIP: G39973105","Buy","1","$0.35","($0.35)"
"11/24/2023","11/24/2023","11/24/2023","","Internal transfer from rhs_account account to rhs_traditional_ira account","ITRF","","","($5.00)"
"11/24/2023","11/24/2023","11/24/2023","","Internal transfer from rhs_account account to rhs_roth_ira account","ITRF","","","($5.00)"
"11/24/2023","11/24/2023","11/24/2023","","Cash reward","MISC","","","$1.00"
"11/24/2023","11/24/2023","11/24/2023","VTVT","vTv Therapeutics
CUSIP: 918385204","SPR","1","",""
"11/24/2023","11/24/2023","11/24/2023","THAR","Tharimmune, Inc.
CUSIP: 432705200","SPR","1","",""
"11/22/2023","11/22/2023","11/22/2023","IFBD","Infobird
CUSIP: G47724128","SPR","1","",""
"11/20/2023","11/21/2023","11/22/2023","THAR","Tharimmune, Inc.
CUSIP: 432705101","SPR","1S","",""
"11/20/2023","11/21/2023","11/22/2023","VTVT","vTv Therapeutics
CUSIP: 918385105","SPR","1S","",""
"11/20/2023","11/20/2023","11/22/2023","PRE","Prenetics Global
CUSIP: G72245122","Sell","1","$4.80","$4.80"
"11/20/2023","11/20/2023","11/22/2023","VTVT","vTv Therapeutics
CUSIP: 918385105","Buy","1","$0.36","($0.36)"
"11/20/2023","11/20/2023","11/22/2023","THAR","Tharimmune, Inc.
CUSIP: 432705101","Buy","1","$0.20","($0.20)"
"11/17/2023","11/20/2023","11/21/2023","IFBD","Infobird
CUSIP: G47724110","SPR","1S","",""
"11/17/2023","11/17/2023","11/21/2023","IFBD","Infobird
CUSIP: G47724110","Buy","1","$0.09","($0.09)"
"11/16/2023","11/16/2023","11/16/2023","AAPL","Cash Div: R/D 2023-11-13 P/D 2023-11-16 - 1.033342 shares at 0.24","CDIV","","","$0.25"
"11/16/2023","11/16/2023","11/16/2023","PRE","Prenetics Global
CUSIP: G72245122","SPR","1","",""
"11/14/2023","11/14/2023","11/14/2023","PRE","Prenetics Global
CUSIP: G72245106","SPR","1S","",""
"11/10/2023","11/10/2023","11/14/2023","PRE","Prenetics Global
CUSIP: G72245106","Buy","1","$0.34","($0.34)"
"11/9/2023","11/9/2023","11/13/2023","NVOS","Novo Integrated Sciences
CUSIP: 67011T300","Sell","1","$1.52","$1.52"
"11/9/2023","11/9/2023","11/9/2023","NVOS","Novo Integrated Sciences
CUSIP: 67011T300","SPR","1","",""
"11/7/2023","11/7/2023","11/9/2023","JFBR","Jeffs' Brands
CUSIP: M61472128","Sell","1","$3.09","$3.09"
"11/7/2023","11/7/2023","11/7/2023","JFBR","Jeffs' Brands
CUSIP: M61472128","SPR","1","",""
"11/6/2023","11/7/2023","11/8/2023","NVOS","Novo Integrated Sciences
CUSIP: 67011T201","SPR","1S","",""
"11/6/2023","11/6/2023","11/8/2023","NVOS","Novo Integrated Sciences
CUSIP: 67011T201","Buy","1","$0.13","($0.13)"
"11/2/2023","11/3/2023","11/6/2023","JFBR","Jeffs' Brands
CUSIP: M61472102","SPR","4S","",""
"11/2/2023","11/2/2023","11/6/2023","JFBR","Jeffs' Brands
CUSIP: M61472102","Buy","3","$0.43","($1.28)"
"11/2/2023","11/2/2023","11/6/2023","JFBR","Jeffs' Brands
CUSIP: M61472102","Buy","1","$0.38","($0.38)"
"11/1/2023","11/1/2023","11/3/2023","BYU","BAIYU Holdings
CUSIP: 87250W301","Sell","1","$2.09","$2.09"
"11/1/2023","11/1/2023","11/1/2023","BYU","BAIYU Holdings
CUSIP: 87250W301","SPR","1","",""
"10/31/2023","10/31/2023","11/2/2023","PXMD","PAXMEDICA INC
CUSIP: 70424C203","Sell","0.058824","$3.02","$0.18"
"10/31/2023","10/31/2023","11/2/2023","JWEL","Jowell Global
CUSIP: G5194C119","Sell","1","$1.96","$1.96"
"10/31/2023","10/31/2023","11/2/2023","CPOP","Pop Culture Group
CUSIP: G71700119","Sell","1","$1.72","$1.72"
"10/31/2023","10/31/2023","11/2/2023","VVOS","Vivos Therapeutics
CUSIP: 92859E207","Sell","1","$3.12","$3.12"
"10/31/2023","10/31/2023","11/2/2023","SMFL","Smart for Life, Inc
CUSIP: 83204U509","Sell","1","$1.70","$1.70"
"10/31/2023","10/31/2023","10/31/2023","JWEL","Jowell Global
CUSIP: G5194C119","SPR","1","",""
"10/31/2023","10/31/2023","10/31/2023","CPOP","Pop Culture Group
CUSIP: G71700119","SPR","1","",""
"10/31/2023","10/31/2023","10/31/2023","VVOS","Vivos Therapeutics
CUSIP: 92859E207","SPR","1","",""
"10/31/2023","10/31/2023","10/31/2023","SMFL","Smart for Life, Inc
CUSIP: 83204U509","SPR","1","",""
"10/30/2023","10/31/2023","11/1/2023","PXMD","PAXMEDICA INC
CUSIP: 70424C203","SPR","0.0588","",""
"10/30/2023","10/31/2023","11/1/2023","PXMD","PaxMedica
CUSIP: 70424C104","SPR","1S","",""
"10/30/2023","10/30/2023","11/1/2023","PXMD","PaxMedica
CUSIP: 70424C104","Buy","1","$0.15","($0.15)"
"10/30/2023","10/30/2023","10/30/2023","GLG","TD Holdings
CUSIP: 87250W202","SPR","1S","",""
"10/26/2023","10/27/2023","10/30/2023","VVOS","Vivos Therapeutics
CUSIP: 92859E108","SPR","1S","",""
"10/26/2023","10/27/2023","10/30/2023","CPOP","Pop Culture Group
CUSIP: G71700101","SPR","1S","",""
"10/26/2023","10/27/2023","10/30/2023","SMFL","Smart for Life
CUSIP: 83204U400","SPR","1S","",""
"10/26/2023","10/27/2023","10/30/2023","JWEL","Jowell Global
CUSIP: G5194C101","SPR","1S","",""
"10/26/2023","10/26/2023","10/30/2023","CPOP","Pop Culture Group
CUSIP: G71700101","Buy","1","$0.33","($0.33)"
"10/26/2023","10/26/2023","10/30/2023","SMFL","Smart for Life
CUSIP: 83204U400","Buy","1","$0.70","($0.70)"
"10/26/2023","10/26/2023","10/30/2023","GLG","TD Holdings
CUSIP: 87250W202","Buy","1","$0.07","($0.07)"
"10/26/2023","10/26/2023","10/30/2023","JWEL","Jowell Global
CUSIP: G5194C101","Buy","1","$0.26","($0.26)"
"10/26/2023","10/26/2023","10/30/2023","VVOS","Vivos Therapeutics
CUSIP: 92859E108","Buy","1","$0.26","($0.26)"
"10/20/2023","10/20/2023","10/24/2023","WAVD","WaveDancer
CUSIP: 456696202","Sell","1","$2.97","$2.97"
"10/20/2023","10/20/2023","10/24/2023","OCG","Oriental Culture
CUSIP: G6796W115","Sell","1","$1.31","$1.31"
"10/20/2023","10/20/2023","10/24/2023","NTBL","Notable Labs
CUSIP: M7517R107","Sell","2","$3.03","$6.06"
"10/20/2023","10/20/2023","10/24/2023","NTBL","Notable Labs
CUSIP: M7517R107","Buy","1","$3.08","($3.09)"
"10/20/2023","10/20/2023","10/20/2023","WAVD","WaveDancer
CUSIP: 456696202","SPR","1","",""
"10/20/2023","10/20/2023","10/20/2023","OCG","Oriental Culture
CUSIP: G6796W115","SPR","1","",""
"10/19/2023","10/19/2023","10/19/2023","NTBL","Notable Labs
CUSIP: M7517R107","SPR","1","",""
"10/18/2023","10/18/2023","10/20/2023","AQB","AquaBounty
CUSIP: 03842K309","Sell","1","$3.72","$3.72"
"10/18/2023","10/18/2023","10/20/2023","SLNH","Soluna Holdings, Inc.
CUSIP: 583543301","Sell","1","$2.89","$2.89"
"10/18/2023","10/18/2023","10/20/2023","PIXY","ShiftPixy
CUSIP: 82452L401","Sell","1","$11.55","$11.55"
"10/18/2023","10/18/2023","10/20/2023","MIND","MIND Technology
CUSIP: 602566309","Sell","1","$4.38","$4.38"
"10/18/2023","10/18/2023","10/18/2023","PIXY","ShiftPixy
CUSIP: 82452L401","SPR","1","",""
"10/18/2023","10/18/2023","10/18/2023","SLNH","Soluna Holdings, Inc.
CUSIP: 583543301","SPR","1","",""
"10/18/2023","10/18/2023","10/18/2023","MIND","MIND Technology
CUSIP: 602566309","SPR","1","",""
"10/18/2023","10/18/2023","10/18/2023","AQB","AquaBounty
CUSIP: 03842K309","SPR","1","",""
"10/17/2023","10/18/2023","10/19/2023","OCG","Oriental Culture
CUSIP: G6796W107","SPR","1S","",""
"10/17/2023","10/18/2023","10/19/2023","WAVD","WaveDancer
CUSIP: 456696103","SPR","1S","",""
"10/17/2023","10/17/2023","10/19/2023","OCG","Oriental Culture
CUSIP: G6796W107","Buy","1","$0.31","($0.31)"
"10/17/2023","10/17/2023","10/19/2023","WAVD","WaveDancer
CUSIP: 456696103","Buy","1","$0.33","($0.33)"
"10/17/2023","10/17/2023","10/19/2023","LIFW","MSP Recovery
CUSIP: 553745209","Sell","1","$1.82","$1.82"
"10/17/2023","10/17/2023","10/17/2023","LIFW","MSP Recovery
CUSIP: 553745209","SPR","1","",""
"10/16/2023","10/17/2023","10/18/2023","VBLT","Vascular Biogenics
CUSIP: M96883109","SPR","1S","",""
"10/16/2023","10/16/2023","10/18/2023","VBLT","Vascular Biogenics
CUSIP: M96883109","Buy","1","$0.16","($0.16)"
"10/16/2023","10/16/2023","10/18/2023","VLCN","Volcon
CUSIP: 92864V202","Sell","0.2","$2.06","$0.41"
"10/16/2023","10/16/2023","10/18/2023","AGRI","AgriFORCE Growing Systems
CUSIP: C00948122","Sell","1","$2.93","$2.93"
"10/16/2023","10/16/2023","10/16/2023","SLNH","Soluna
CUSIP: 583543103","SPR","1S","",""
"10/16/2023","10/16/2023","10/16/2023","MIND","MIND Technology
CUSIP: 602566101","SPR","1S","",""
"10/13/2023","10/16/2023","10/17/2023","PIXY","ShiftPixy
CUSIP: 82452L302","SPR","1S","",""
"10/13/2023","10/16/2023","10/17/2023","AQB","AquaBounty
CUSIP: 03842K200","SPR","1S","",""
"10/13/2023","10/16/2023","10/17/2023","VLCN","Volcon
CUSIP: 92864V202","SPR","0.2","",""
"10/13/2023","10/16/2023","10/17/2023","VLCN","Volcon
CUSIP: 92864V103","SPR","1S","",""
"10/13/2023","10/13/2023","10/17/2023","PIXY","ShiftPixy
CUSIP: 82452L302","Buy","1","$0.71","($0.71)"
"10/13/2023","10/13/2023","10/17/2023","VLCN","Volcon
CUSIP: 92864V103","Buy","1","$0.39","($0.39)"
"10/13/2023","10/13/2023","10/17/2023","AQB","AquaBounty
CUSIP: 03842K200","Buy","1","$0.21","($0.21)"
"10/13/2023","10/13/2023","10/13/2023","AGRI","AgriFORCE Growing Systems
CUSIP: C00948122","SPR","1","",""
"10/12/2023","10/13/2023","10/16/2023","LIFW","MSP Recovery
CUSIP: 553745100","SPR","1S","",""
"10/12/2023","10/12/2023","10/16/2023","BRQSF","Borqs Tech Inc
CUSIP: G1466B145","Sell","1","$0.72","$0.72"
"10/12/2023","10/12/2023","10/16/2023","SLNH","Soluna
CUSIP: 583543103","Buy","1","$0.18","($0.18)"
"10/12/2023","10/12/2023","10/16/2023","LIFW","MSP Recovery
CUSIP: 553745100","Buy","1","$0.13","($0.13)"
"10/12/2023","10/12/2023","10/16/2023","MIND","MIND Technology
CUSIP: 602566101","Buy","1","$0.48","($0.48)"
"10/12/2023","10/12/2023","10/12/2023","AAPL","Apple
CUSIP: 037833100","REC","0.0277","",""
"10/12/2023","10/12/2023","10/12/2023","BRQSF","Borqs Tech Inc
CUSIP: G1466B145","SPR","1","",""
"10/11/2023","10/11/2023","10/13/2023","WORX","SCWorx
CUSIP: 78396V208","Sell","0.066667","$2.61","$0.17"
"10/10/2023","10/11/2023","10/12/2023","AGRI","AgriFORCE Growing Systems
CUSIP: C00948106","SPR","1S","",""
"10/10/2023","10/11/2023","10/12/2023","WORX","SCWorx
CUSIP: 78396V208","SPR","0.0667","",""
"10/10/2023","10/11/2023","10/12/2023","WORX","SCWorx
CUSIP: 78396V109","SPR","1S","",""
"10/10/2023","10/10/2023","10/12/2023","NITO","N2OFF, Inc.
CUSIP: 80512Q402","Sell","1","$2.97","$2.97"
"10/10/2023","10/10/2023","10/12/2023","VVPR","VivoPower
CUSIP: G9376R209","Sell","1","$1.51","$1.51"
"10/10/2023","10/10/2023","10/12/2023","AGRI","AgriFORCE Growing Systems
CUSIP: C00948106","Buy","1","$0.08","($0.08)"
"10/10/2023","10/10/2023","10/12/2023","WORX","SCWorx
CUSIP: 78396V109","Buy","1","$0.20","($0.20)"
"10/10/2023","10/10/2023","10/10/2023","VVPR","VivoPower
CUSIP: G9376R209","SPR","1","",""
"10/10/2023","10/10/2023","10/10/2023","NITO","N2OFF, Inc.
CUSIP: 80512Q402","SPR","1","",""
"10/9/2023","10/9/2023","10/11/2023","SXTC","China SXT Pharmaceuticals
CUSIP: G2161P140","Sell","1","$2.65","$2.65"
"10/9/2023","10/9/2023","10/11/2023","EBET","EBET INC
CUSIP: 278700208","Sell","1","$0.41","$0.41"
"10/9/2023","10/9/2023","10/11/2023","BRQS","Borqs Technologies
CUSIP: G1466B202","Buy","1","$0.10","($0.10)"
"10/9/2023","10/9/2023","10/9/2023","SXTC","China SXT Pharmaceuticals
CUSIP: G2161P140","SPR","1","",""
"10/6/2023","10/10/2023","10/11/2023","BRQS","Borqs Technologies
CUSIP: G1466B202","SPR","1S","",""
"10/5/2023","10/6/2023","10/10/2023","VVPR","VivoPower
CUSIP: G9376R100","SPR","1S","",""
"10/5/2023","10/6/2023","10/10/2023","SVFD","Save Foods
CUSIP: 80512Q303","SPR","1S","",""
"10/5/2023","10/5/2023","10/10/2023","VVPR","VivoPower
CUSIP: G9376R100","Buy","1","$0.32","($0.32)"
"10/5/2023","10/5/2023","10/10/2023","SVFD","Save Foods
CUSIP: 80512Q303","Buy","1","$0.57","($0.57)"
"10/4/2023","10/5/2023","10/6/2023","SXTC","China SXT Pharmaceuticals
CUSIP: G2161P132","SPR","1S","",""
"10/4/2023","10/4/2023","10/6/2023","SXTC","China SXT Pharmaceuticals
CUSIP: G2161P132","Buy","1","$0.11","($0.11)"
"10/3/2023","10/3/2023","10/3/2023","EBET","EBET INC
CUSIP: 278700208","SPR","1","",""
"10/2/2023","10/2/2023","10/4/2023","PIXY","ShiftPixy
CUSIP: 82452L302","Sell","1","$1.61","$1.61"
"9/29/2023","10/2/2023","10/3/2023","EBET","EBET
CUSIP: 278700109","SPR","1S","",""
"9/29/2023","9/29/2023","10/3/2023","EBET","EBET
CUSIP: 278700109","Buy","1","$0.04","($0.04)"
"9/29/2023","9/29/2023","10/3/2023","PIXY","ShiftPixy
CUSIP: 82452L302","Buy","1","$0.78","($0.78)"
"9/29/2023","9/29/2023","10/3/2023","CRIS","Curis
CUSIP: 231269309","Sell","0.05","$7.06","$0.35"
"9/29/2023","9/29/2023","10/3/2023","RBTC","RUBICON TECHNOLOGIES
CUSIP: 78112J208","Sell","1","$2.16","$2.16"
"9/29/2023","9/29/2023","9/29/2023","RBTC","RUBICON TECHNOLOGIES
CUSIP: 78112J208","SPR","1","",""
"9/28/2023","9/29/2023","10/2/2023","CRIS","Curis
CUSIP: 231269309","SPR","0.05","",""
"9/28/2023","9/29/2023","10/2/2023","CRIS","Curis
CUSIP: 231269200","SPR","1S","",""
"9/28/2023","9/28/2023","10/2/2023","CRIS","Curis
CUSIP: 231269200","Buy","1","$0.40","($0.40)"
"9/27/2023","9/27/2023","9/29/2023","EJH","E-Home Household Service
CUSIP: G2952X120","Sell","1","$0.90","$0.90"
"9/27/2023","9/27/2023","9/29/2023","YYAI","Connexa Sports
CUSIP: 831445309","Sell","1","$3.85","$3.85"
"9/27/2023","9/27/2023","9/27/2023","YYAI","Connexa Sports
CUSIP: 831445309","SPR","1","",""
"9/27/2023","9/27/2023","9/27/2023","EJH","E-Home Household Service
CUSIP: G2952X120","SPR","1","",""
"9/26/2023","9/27/2023","9/28/2023","RBT","Rubicon Technologies
CUSIP: 78112J109","SPR","1S","",""
"9/26/2023","9/26/2023","9/28/2023","RBT","Rubicon Technologies
CUSIP: 78112J109","Buy","1","$0.32","($0.32)"
"9/26/2023","9/26/2023","9/28/2023","NTRP","NextTrip, Inc.
CUSIP: 826598609","Sell","1","$2.94","$2.94"
"9/26/2023","9/26/2023","9/26/2023","NTRP","NextTrip, Inc.
CUSIP: 826598609","SPR","1","",""
"9/22/2023","9/25/2023","9/26/2023","CNXA","Connexa Sports
CUSIP: 831445200","SPR","1S","",""
"9/22/2023","9/25/2023","9/26/2023","EJH","E-Home Household Service
CUSIP: G2952X203","SPR","1S","",""
"9/22/2023","9/22/2023","9/26/2023","CNXA","Connexa Sports
CUSIP: 831445200","Buy","1","$0.14","($0.14)"
"9/22/2023","9/22/2023","9/26/2023","EJH","E-Home Household Service
CUSIP: G2952X203","Buy","1","$0.09","($0.09)"
"9/21/2023","9/22/2023","9/25/2023","SASI","Sigma Additive Solutions
CUSIP: 826598500","SPR","1S","",""
"9/21/2023","9/21/2023","9/25/2023","AYRO","Ayro
CUSIP: 054748207","Sell","1","$2.62","$2.62"
"9/21/2023","9/21/2023","9/25/2023","AEHL","Antelope Enterprise
CUSIP: G041JN122","Sell","1","$2.71","$2.71"
"9/21/2023","9/21/2023","9/25/2023","SASI","Sigma Additive Solutions
CUSIP: 826598500","Buy","1","$0.20","($0.20)"
"9/20/2023","9/20/2023","9/20/2023","AYRO","Ayro
CUSIP: 054748207","SPR","1","",""
"9/20/2023","9/20/2023","9/20/2023","AEHL","Antelope Enterprise
CUSIP: G041JN122","SPR","1","",""
"9/19/2023","9/19/2023","9/21/2023","KXIN","Kaixin
CUSIP: G5223X142","Sell","1","$2.63","$2.63"
"9/19/2023","9/19/2023","9/19/2023","KXIN","Kaixin
CUSIP: G5223X142","SPR","1","",""
"9/18/2023","9/18/2023","9/20/2023","ASTR","Astra Space
CUSIP: 04634X202","Sell","1","$2.58","$2.59"
"9/18/2023","9/18/2023","9/18/2023","ASTR","Astra Space
CUSIP: 04634X202","SPR","1","",""
"9/15/2023","9/18/2023","9/19/2023","AEHL","Antelope Enterprise
CUSIP: G041JN106","SPR","1S","",""
"9/15/2023","9/18/2023","9/19/2023","AYRO","Ayro
CUSIP: 054748108","SPR","1S","",""
"9/15/2023","9/15/2023","9/19/2023","AYRO","Ayro
CUSIP: 054748108","Buy","1","$0.49","($0.49)"
"9/15/2023","9/15/2023","9/19/2023","AEHL","Antelope Enterprise
CUSIP: G041JN106","Buy","1","$0.33","($0.33)"
"9/15/2023","9/15/2023","9/19/2023","AVGR","Avinger
CUSIP: 053734877","Sell","1","$4.51","$4.51"
"9/15/2023","9/15/2023","9/15/2023","AVGR","Avinger
CUSIP: 053734877","SPR","1","",""
"9/14/2023","9/15/2023","9/18/2023","KXIN","Kaixin Auto
CUSIP: G5223X100","SPR","1S","",""
"9/14/2023","9/14/2023","9/18/2023","KXIN","Kaixin Auto
CUSIP: G5223X100","Buy","1","$0.23","($0.23)"
"9/14/2023","9/14/2023","9/18/2023","LFLY","Leafly Holdings
CUSIP: 52178J303","Sell","1","$9.39","$9.39"
"9/14/2023","9/14/2023","9/18/2023","AMPE","AMPIO PHARMACEUTICALS
CUSIP: 03209T307","Sell","1","$4.50","$4.50"
"9/14/2023","9/14/2023","9/18/2023","ASTI","Ascent Solar Technologies
CUSIP: 043635705","Sell","1","$8.61","$8.61"
"9/14/2023","9/14/2023","9/14/2023","ASTI","Ascent Solar Technologies
CUSIP: 043635705","SPR","1","",""
"9/14/2023","9/14/2023","9/14/2023","AMPE","AMPIO PHARMACEUTICALS
CUSIP: 03209T307","SPR","1","",""
"9/14/2023","9/14/2023","9/14/2023","LFLY","Leafly Holdings
CUSIP: 52178J303","SPR","1","",""
"9/13/2023","9/14/2023","9/15/2023","ASTR","Astra Space
CUSIP: 04634X103","SPR","1S","",""
"9/13/2023","9/13/2023","9/15/2023","AAPL","Apple
CUSIP: 037833100","Buy","0.11","$174.72","($19.22)"
"9/13/2023","9/13/2023","9/15/2023","AAPL","Apple
CUSIP: 037833100","Buy","0.858786","$174.66","($150.00)"
"9/13/2023","9/13/2023","9/15/2023","ASTR","Astra Space
CUSIP: 04634X103","Buy","1","$0.19","($0.19)"
"9/13/2023","9/13/2023","9/15/2023","BACK","IMAC Holdings
CUSIP: 44967K302","Sell","1","$2.41","$2.41"
"9/12/2023","9/13/2023","9/14/2023","AVGR","Avinger
CUSIP: 053734885","SPR","1S","",""
"9/12/2023","9/12/2023","9/14/2023","AVGR","Avinger
CUSIP: 053734885","Buy","1","$0.40","($0.40)"
"9/12/2023","9/12/2023","9/12/2023","BACK","IMAC Holdings
CUSIP: 44967K302","SPR","1","",""
"9/11/2023","9/12/2023","9/13/2023","AMPE","Ampio Pharmaceuticals
CUSIP: 03209T208","SPR","1S","",""
"9/11/2023","9/12/2023","9/13/2023","LFLY","Leafly Holdings
CUSIP: 52178J105","SPR","1S","",""
"9/11/2023","9/12/2023","9/13/2023","ASTI","Ascent Solar Technologies
CUSIP: 043635606","SPR","1S","",""
"9/11/2023","9/11/2023","9/13/2023","LFLY","Leafly Holdings
CUSIP: 52178J105","Buy","1","$0.65","($0.65)"
"9/11/2023","9/11/2023","9/13/2023","ASTI","Ascent Solar Technologies
CUSIP: 043635606","Buy","1","$0.05","($0.05)"
"9/11/2023","9/11/2023","9/13/2023","GROM","Grom Social Enterprises
CUSIP: 39878L506","Sell","1","$2.23","$2.23"
"9/11/2023","9/11/2023","9/13/2023","RVYL","Ryvyl
CUSIP: 39366L307","Sell","1","$4.23","$4.23"
"9/11/2023","9/11/2023","9/13/2023","AMPE","Ampio Pharmaceuticals
CUSIP: 03209T208","Buy","1","$0.22","($0.22)"
