"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"3/5/2024","3/5/2024","3/5/2024","RETO","ReTo Eco-Solutions
CUSIP: G75271125","SPR","1","",""
"3/5/2024","3/5/2024","3/5/2024","CJJD","China Jo-Jo Drugstores
CUSIP: G2124G120","SPR","1","",""
"3/4/2024","3/4/2024","3/4/2024","ZCMD","Zhongchao
CUSIP: G9897X115","SPR","1","",""
"3/1/2024","3/4/2024","3/5/2024","IFBD","Infobird
CUSIP: G47724128","SPR","1S","",""
"3/1/2024","3/1/2024","3/5/2024","IFBD","Infobird
CUSIP: G47724128","Buy","1","$0.89","($0.89)"
"3/1/2024","3/1/2024","3/5/2024","ATNF","180 Life Sciences
CUSIP: 68236V302","Sell","1","$3.38","$3.38"
"3/1/2024","3/1/2024","3/1/2024","CJJD","China Jo-Jo Drugstores
CUSIP: G2124G112","SPR","1S","",""
"3/1/2024","3/1/2024","3/1/2024","RETO","ReTo Eco-Solutions
CUSIP: G75271117","SPR","1S","",""
"3/1/2024","3/1/2024","3/1/2024","ATNF","180 Life Sciences
CUSIP: 68236V302","SPR","1","",""
"2/29/2024","2/29/2024","3/4/2024","PHUN","Phunware
CUSIP: 71948P209","Sell","1","$7.96","$7.96"
"2/29/2024","2/29/2024","3/4/2024","LSDI","Lucy Scientific Discovery
CUSIP: 54960E203","Sell","1","$1.80","$1.80"
"2/29/2024","2/29/2024","3/4/2024","AUUD","Auddia
CUSIP: 05072K206","Sell","1","$3.20","$3.20"
"2/29/2024","2/29/2024","2/29/2024","ZCMD","Zhongchao
CUSIP: G9897X107","SPR","1S","",""
"2/29/2024","2/29/2024","2/29/2024","PHUN","Phunware
CUSIP: 71948P209","SPR","1","",""
"2/29/2024","2/29/2024","2/29/2024","AUUD","Auddia
CUSIP: 05072K206","SPR","1","",""
"2/28/2024","2/28/2024","3/1/2024","RETO","ReTo Eco-Solutions
CUSIP: G75271117","Buy","1","$0.36","($0.36)"
"2/28/2024","2/28/2024","3/1/2024","CJJD","China Jo-Jo Drugstores
CUSIP: G2124G112","Buy","1","$0.18","($0.18)"
"2/28/2024","2/28/2024","2/28/2024","LSDI","Lucy Scientific Discovery
CUSIP: 54960E203","SPR","1","",""
"2/27/2024","2/28/2024","2/29/2024","ATNF","180 Life Sciences
CUSIP: 68236V203","SPR","1S","",""
"2/27/2024","2/27/2024","2/29/2024","LYT","Lytus Technologies
CUSIP: G5851A133","Sell","1","$2.70","$2.70"
"2/27/2024","2/27/2024","2/29/2024","BPTH","Bio-Path Holdings
CUSIP: 09057N409","Sell","1","$5.51","$5.51"
"2/27/2024","2/27/2024","2/29/2024","ATNF","180 Life Sciences
CUSIP: 68236V203","Buy","1","$0.21","($0.21)"
"2/27/2024","2/27/2024","2/29/2024","ZCMD","Zhongchao
CUSIP: G9897X107","Buy","1","$0.38","($0.38)"
"2/27/2024","2/27/2024","2/27/2024","LYT","Lytus Technologies
CUSIP: G5851A133","SPR","1","",""
"2/27/2024","2/27/2024","2/27/2024","BPTH","Bio-Path Holdings
CUSIP: 09057N409","SPR","1","",""
"2/26/2024","2/27/2024","2/28/2024","TGL","Treasure Global
CUSIP: 89458T205","SPR","0.0143","",""
"2/26/2024","2/27/2024","2/28/2024","TGL","Treasure Global
CUSIP: 89458T106","SPR","1S","",""
"2/26/2024","2/27/2024","2/28/2024","AUUD","Auddia
CUSIP: 05072K107","SPR","1S","",""
"2/26/2024","2/27/2024","2/28/2024","PHUN","Phunware
CUSIP: 71948P100","SPR","1S","",""
"2/26/2024","2/26/2024","2/28/2024","PHUN","Phunware
CUSIP: 71948P100","Buy","1","$0.15","($0.15)"
"2/26/2024","2/26/2024","2/28/2024","AUUD","Auddia
CUSIP: 05072K107","Buy","1","$0.16","($0.16)"
"2/26/2024","2/26/2024","2/28/2024","TGL","Treasure Global
CUSIP: 89458T106","Buy","1","$0.06","($0.06)"
"2/23/2024","2/26/2024","2/27/2024","LSDI","Lucy Scientific Discovery
CUSIP: 54960E104","SPR","1S","",""
"2/23/2024","2/23/2024","2/27/2024","LSDI","Lucy Scientific Discovery
CUSIP: 54960E104","Buy","1","$0.23","($0.23)"
"2/23/2024","2/23/2024","2/27/2024","VCNX","Vaccinex
CUSIP: 918640301","Sell","1","$7.61","$7.61"
"2/23/2024","2/23/2024","2/23/2024","VCNX","Vaccinex
CUSIP: 918640301","SPR","1","",""
"2/22/2024","2/23/2024","2/26/2024","LYT","Lytus Technologies
CUSIP: G5851A109","SPR","1S","",""
"2/22/2024","2/23/2024","2/26/2024","BPTH","Bio-Path Holdings
CUSIP: 09057N300","SPR","1S","",""
"2/22/2024","2/22/2024","2/26/2024","BPTH","Bio-Path Holdings
CUSIP: 09057N300","Buy","1","$0.38","($0.38)"
"2/22/2024","2/22/2024","2/26/2024","LYT","Lytus Technologies
CUSIP: G5851A109","Buy","1","$0.05","($0.05)"
"2/21/2024","2/21/2024","2/23/2024","BSGM","BIOSIG TECHNOLOGIES
CUSIP: 09073N300","Sell","1","$0.44","$0.44"
"2/21/2024","2/21/2024","2/23/2024","UAVS","Ag Eagle Aerial Systems
CUSIP: 00848K200","Sell","0.05","$1.27","$0.06"
"2/21/2024","2/21/2024","2/23/2024","SISI","Shineco
CUSIP: 824567408","Sell","1","$1.60","$1.60"
"2/21/2024","2/21/2024","2/23/2024","MYMD","MyMD Pharmaceuticals
CUSIP: 62856X201","Sell","1","$3.52","$3.52"
"2/21/2024","2/21/2024","2/21/2024","SISI","Shineco
CUSIP: 824567408","SPR","1","",""
"2/20/2024","2/20/2024","2/20/2024","MYMD","MyMD Pharmaceuticals
CUSIP: 62856X201","SPR","1","",""
"2/16/2024","2/20/2024","2/21/2024","VCNX","Vaccinex
CUSIP: 918640202","SPR","1S","",""
"2/16/2024","2/16/2024","2/21/2024","EJH","E-Home Household Service
CUSIP: G2952X138","Sell","1","$1.78","$1.78"
"2/16/2024","2/16/2024","2/21/2024","VCNX","Vaccinex
CUSIP: 918640202","Buy","1","$0.73","($0.73)"
"2/16/2024","2/16/2024","2/16/2024","EJH","E-Home Household Service
CUSIP: G2952X138","SPR","1","",""
"2/15/2024","2/16/2024","2/20/2024","SISI","Shineco
CUSIP: 824567309","SPR","1S","",""
"2/15/2024","2/15/2024","2/15/2024","AAPL","Cash Div: R/D 2024-02-12 P/D 2024-02-15 - 1.033342 shares at 0.24","CDIV","","","$0.25"
"2/15/2024","2/15/2024","2/20/2024","SISI","Shineco
CUSIP: 824567309","Buy","1","$0.13","($0.13)"
"2/14/2024","2/15/2024","2/16/2024","MYMD","MyMD Pharmaceuticals
CUSIP: 62856X102","SPR","1S","",""
"2/14/2024","2/14/2024","2/16/2024","SGLY","Singularity Future Technology
CUSIP: 82935V307","Sell","1","$2.92","$2.93"
"2/14/2024","2/14/2024","2/16/2024","MYMD","MyMD Pharmaceuticals
CUSIP: 62856X102","Buy","1","$0.13","($0.13)"
"2/14/2024","2/14/2024","2/14/2024","SGLY","Singularity Future Technology
CUSIP: 82935V307","SPR","1","",""
"2/13/2024","2/14/2024","2/15/2024","EJH","E-Home Household Service
CUSIP: G2952X120","SPR","1S","",""
"2/13/2024","2/13/2024","2/15/2024","EJH","E-Home Household Service
CUSIP: G2952X120","Buy","1","$0.44","($0.44)"
"2/13/2024","2/13/2024","2/15/2024","GRYP","Gryphon Digital Mining
CUSIP: 400510103","Sell","1","$3.06","$3.06"
"2/13/2024","2/13/2024","2/13/2024","GRYP","Gryphon Digital Mining
CUSIP: 400510103","SPR","1","",""
"2/12/2024","2/12/2024","2/12/2024","SGLY","Singularity Future Technology
CUSIP: 82935V208","SPR","1S","",""
"2/9/2024","2/9/2024","2/13/2024","FRGT","Freight Technologies
CUSIP: G51413121","Sell","1","$2.06","$2.07"
"2/9/2024","2/9/2024","2/13/2024","HOLO","MicroCloud Hologram
CUSIP: G55032208","Sell","0.1","$19.69","$1.97"
"2/9/2024","2/9/2024","2/9/2024","KERN","Akerna
CUSIP: 00973W300","SPR","1S","",""
"2/9/2024","2/9/2024","2/9/2024","UAVS","Ag Eagle Aerial Systems
CUSIP: 00848K200","SPR","0.05","",""
"2/9/2024","2/9/2024","2/9/2024","UAVS","Ag Eagle Aerial Systems
CUSIP: 00848K101","SPR","1S","",""
"2/7/2024","2/7/2024","2/9/2024","KERN","Akerna
CUSIP: 00973W300","Buy","1","$0.22","($0.22)"
"2/7/2024","2/7/2024","2/7/2024","FRGT","Freight Technologies
CUSIP: G51413121","SPR","1","",""
"2/6/2024","2/6/2024","2/8/2024","CAMPQ","CALAMP CORP
CUSIP: 128126208","Sell","1","$3.46","$3.46"
"2/6/2024","2/6/2024","2/8/2024","GNPX","Genprex
CUSIP: 372446203","Sell","1","$6.45","$6.45"
"2/6/2024","2/6/2024","2/6/2024","GNPX","Genprex
CUSIP: 372446203","SPR","1","",""
"2/6/2024","2/6/2024","2/6/2024","BSGM","BIOSIG TECHNOLOGIES
CUSIP: 09073N300","SPR","1","",""
"2/6/2024","2/6/2024","2/6/2024","CAMPQ","CALAMP CORP
CUSIP: 128126208","SPR","1","",""
"2/5/2024","2/5/2024","2/7/2024","CMAX","CareMax
CUSIP: 14171W202","Sell","1","$6.99","$6.99"
"2/5/2024","2/5/2024","2/5/2024","FRGT","Freight Technologies
CUSIP: G51413113","SPR","5S","",""
"2/5/2024","2/5/2024","2/5/2024","CMAX","CareMax
CUSIP: 14171W202","SPR","1","",""
"2/2/2024","2/2/2024","2/6/2024","GOVX","GeoVax Labs
CUSIP: 373678606","Sell","0.933333","$3.14","$2.93"
"2/2/2024","2/2/2024","2/2/2024","CAMP","CalAmp
CUSIP: 128126109","SPR","1S","",""
"2/2/2024","2/2/2024","2/2/2024","BSGM","BioSig
CUSIP: 09073N201","SPR","1S","",""
"2/1/2024","2/2/2024","2/5/2024","HOLO","MicroCloud Hologram
CUSIP: G55032208","SPR","0.1","",""
"2/1/2024","2/2/2024","2/5/2024","HOLO","MicroCloud Hologram
CUSIP: G55032109","SPR","1S","",""
"2/1/2024","2/2/2024","2/5/2024","GNPX","Genprex
CUSIP: 372446104","SPR","1S","",""
"2/1/2024","2/1/2024","2/1/2024","GOVX","GeoVax Labs
CUSIP: 373678606","SPR","0.9333","",""
"2/1/2024","2/1/2024","2/5/2024","INBS","Intelligent Bio Solutions
CUSIP: 36151G600","Sell","0.916667","$2.35","$2.16"
"2/1/2024","2/1/2024","2/5/2024","FRGT","Freight Technologies
CUSIP: G51413113","Buy","5","$0.23","($1.13)"
"2/1/2024","2/1/2024","2/5/2024","SGLY","Singularity Future Technology
CUSIP: 82935V208","Buy","1","$0.62","($0.62)"
"2/1/2024","2/1/2024","2/5/2024","HOLO","MicroCloud Hologram
CUSIP: G55032109","Buy","1","$0.19","($0.19)"
"2/1/2024","2/1/2024","2/5/2024","GNPX","Genprex
CUSIP: 372446104","Buy","1","$0.19","($0.19)"
"1/31/2024","2/1/2024","2/2/2024","CMAX","CareMax
CUSIP: 14171W103","SPR","1S","",""
"1/31/2024","1/31/2024","2/2/2024","BSGM","BioSig
CUSIP: 09073N201","Buy","1","$0.17","($0.17)"
"1/31/2024","1/31/2024","2/2/2024","GOVX","GeoVax Labs
CUSIP: 373678606","Sell","0.066667","$3.40","$0.23"
"1/31/2024","1/31/2024","2/2/2024","MMAT","Meta Materials
CUSIP: 59134N302","Sell","1","$3.86","$3.86"
"1/31/2024","1/31/2024","2/2/2024","CMAX","CareMax
CUSIP: 14171W103","Buy","1","$0.45","($0.45)"
"1/31/2024","1/31/2024","1/31/2024","GOVX","GeoVax Labs
CUSIP: 373678606","SPR","0.0667","",""
"1/31/2024","1/31/2024","1/31/2024","GOVX","GeoVax Labs
CUSIP: 373678507","SPR","1S","",""
"1/31/2024","1/31/2024","1/31/2024","MMAT","Meta Materials
CUSIP: 59134N302","SPR","1","",""
"1/30/2024","1/30/2024","1/30/2024","INBS","Intelligent Bio Solutions
CUSIP: 36151G600","SPR","0.9167","",""
"1/29/2024","1/29/2024","1/31/2024","UAVS","Ag Eagle Aerial Systems
CUSIP: 00848K101","Buy","1","$0.09","($0.09)"
"1/29/2024","1/29/2024","1/31/2024","CAMP","CalAmp
CUSIP: 128126109","Buy","1","$0.17","($0.17)"
"1/29/2024","1/29/2024","1/31/2024","GOVX","GeoVax Labs
CUSIP: 373678507","Buy","1","$0.26","($0.26)"
"1/29/2024","1/29/2024","1/31/2024","INBS","Intelligent Bio Solutions
CUSIP: 36151G600","Sell","0.083333","$2.81","$0.23"
"1/29/2024","1/29/2024","1/31/2024","KAVL","Kaival Brands Innovations Group
CUSIP: 483104402","Sell","1","$2.52","$2.52"
"1/29/2024","1/29/2024","1/31/2024","REVB","Revelation Biosciences
CUSIP: 76135L507","Sell","1","$18.64","$18.64"
"1/29/2024","1/29/2024","1/29/2024","MMAT","Meta Materials
CUSIP: 59134N104","SPR","1S","",""
"1/29/2024","1/29/2024","1/29/2024","INBS","Intelligent Bio Solutions
CUSIP: 36151G600","SPR","0.0833","",""
"1/29/2024","1/29/2024","1/29/2024","INBS","Intelligent Bio Solutions
CUSIP: 36151G402","SPR","1S","",""
"1/29/2024","1/29/2024","1/29/2024","REVB","Revelation Biosciences
CUSIP: 76135L507","SPR","1","",""
"1/29/2024","1/29/2024","1/29/2024","KAVL","Kaival Brands Innovations Group
CUSIP: 483104402","SPR","1","",""
"1/25/2024","1/25/2024","1/29/2024","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$180.67","($180.67)"
"1/25/2024","1/25/2024","1/29/2024","DTSS","Datasea
CUSIP: 238116305","Sell","1","$1.72","$1.73"
"1/25/2024","1/25/2024","1/29/2024","INBS","Intelligent Bio Solutions
CUSIP: 36151G402","Buy","1","$0.23","($0.23)"
"1/25/2024","1/25/2024","1/29/2024","MMAT","Meta Materials
CUSIP: 59134N104","Buy","1","$0.06","($0.06)"
"1/25/2024","1/25/2024","1/25/2024","DTSS","Datasea
CUSIP: 238116305","SPR","1","",""
"1/24/2024","1/25/2024","1/26/2024","KAVL","Kaival Brands Innovations Group
CUSIP: 483104204","SPR","1S","",""
"1/24/2024","1/25/2024","1/26/2024","REVB","Revelation Biosciences
CUSIP: 76135L309","SPR","1S","",""
"1/24/2024","1/24/2024","1/26/2024","KAVL","Kaival Brands Innovations Group
CUSIP: 483104204","Buy","1","$0.14","($0.14)"
"1/24/2024","1/24/2024","1/26/2024","REVB","Revelation Biosciences
CUSIP: 76135L309","Buy","1","$0.39","($0.39)"
"1/24/2024","1/24/2024","1/26/2024","CLEU","China Liberal Education
CUSIP: G2161Y117","Sell","1","$2.20","$2.20"
"1/24/2024","1/24/2024","1/26/2024","REBN","Reborn Coffee
CUSIP: 75618M305","Sell","1","$3.02","$3.02"
"1/24/2024","1/24/2024","1/26/2024","NVVE","Nuvve
CUSIP: 67079Y209","Sell","1","$5.20","$5.21"
"1/24/2024","1/24/2024","1/26/2024","PCSA","Processa Pharmaceuticals
CUSIP: 74275C304","Sell","1","$2.11","$2.11"
"1/24/2024","1/24/2024","1/24/2024","CLEU","China Liberal Education
CUSIP: G2161Y117","SPR","1","",""
"1/24/2024","1/24/2024","1/24/2024","REBN","Reborn Coffee
CUSIP: 75618M305","SPR","1","",""
"1/24/2024","1/24/2024","1/24/2024","NVVE","Nuvve
CUSIP: 67079Y209","SPR","1","",""
"1/24/2024","1/24/2024","1/24/2024","PCSA","Processa Pharmaceuticals
CUSIP: 74275C304","SPR","1","",""
"1/23/2024","1/23/2024","1/23/2024","DTSS","Datasea
CUSIP: 238116206","SPR","1S","",""
"1/22/2024","1/22/2024","1/22/2024","REBN","Reborn Coffee
CUSIP: 75618M107","SPR","1S","",""
"1/19/2024","1/22/2024","1/23/2024","NVVE","Nuvve
CUSIP: 67079Y100","SPR","1S","",""
"1/19/2024","1/22/2024","1/23/2024","PCSA","Processa Pharmaceuticals
CUSIP: 74275C205","SPR","1S","",""
"1/19/2024","1/19/2024","1/23/2024","PCSA","Processa Pharmaceuticals
CUSIP: 74275C205","Buy","1","$0.26","($0.26)"
"1/19/2024","1/19/2024","1/23/2024","NVVE","Nuvve
CUSIP: 67079Y100","Buy","1","$0.08","($0.09)"
"1/19/2024","1/19/2024","1/23/2024","DTSS","Datasea
CUSIP: 238116206","Buy","1","$0.11","($0.11)"
"1/19/2024","1/19/2024","1/19/2024","CLEU","China Liberal Education
CUSIP: G2161Y109","SPR","1S","",""
"1/18/2024","1/18/2024","1/22/2024","REBN","Reborn Coffee
CUSIP: 75618M107","Buy","1","$0.41","($0.41)"
"1/18/2024","1/18/2024","1/22/2024","GMBL","Esports Entertainment Group
CUSIP: 29667K603","Sell","1","$2.34","$2.34"
"1/18/2024","1/18/2024","1/22/2024","RNAZ","TransCode Therapeutics
CUSIP: 89357L303","Sell","1","$2.18","$2.18"
"1/18/2024","1/18/2024","1/18/2024","GMBL","Esports Entertainment Group
CUSIP: 29667K603","SPR","1","",""
"1/18/2024","1/18/2024","1/18/2024","RNAZ","TransCode Therapeutics
CUSIP: 89357L303","SPR","1","",""
"1/17/2024","1/17/2024","1/19/2024","CLEU","China Liberal Education
CUSIP: G2161Y109","Buy","1","$0.17","($0.17)"
"1/16/2024","1/16/2024","1/16/2024","RNAZ","TransCode Therapeutics
CUSIP: 89357L204","SPR","1S","",""
"1/12/2024","1/12/2024","1/17/2024","BETSF","BIT BRO LTD
CUSIP: G1144D133","Sell","1","$4.40","$4.40"
"1/12/2024","1/12/2024","1/12/2024","BETSF","BIT BRO LTD
CUSIP: G1144D133","SPR","1","",""
"1/11/2024","1/11/2024","1/16/2024","RNAZ","TransCode Therapeutics
CUSIP: 89357L204","Buy","1","$0.14","($0.14)"
"1/11/2024","1/11/2024","1/16/2024","TTNP","Titan Pharmaceuticals
CUSIP: 888314705","Sell","1","$6.40","$6.40"
"1/11/2024","1/11/2024","1/11/2024","TTNP","Titan Pharmaceuticals
CUSIP: 888314705","SPR","1","",""
"1/10/2024","1/10/2024","1/10/2024","BETS","Bit Brother
CUSIP: G1144D125","SPR","6S","",""
"1/9/2024","1/9/2024","1/11/2024","DSS","DSS
CUSIP: 26253C201","Sell","1","$2.01","$2.01"
"1/9/2024","1/9/2024","1/11/2024","ACON","Aclarion
CUSIP: 655187201","Sell","1","$3.27","$3.27"
"1/9/2024","1/9/2024","1/9/2024","TTNP","Titan Pharmaceuticals
CUSIP: 888314606","SPR","1S","",""
"1/9/2024","1/9/2024","1/9/2024","DSS","DSS
CUSIP: 26253C201","SPR","1","",""
"1/8/2024","1/8/2024","1/10/2024","BETS","Bit Brother
CUSIP: G1144D125","Buy","6","$0.01","($0.04)"
"1/8/2024","1/8/2024","1/8/2024","ACON","Aclarion
CUSIP: 655187201","SPR","1","",""
"1/5/2024","1/5/2024","1/9/2024","PRSO","Peraso Inc.
CUSIP: 71360T200","Sell","1","$6.63","$6.63"
"1/5/2024","1/5/2024","1/9/2024","TENX","Tenax Therapeutics
CUSIP: 88032L605","Sell","1","$13.26","$13.26"
"1/5/2024","1/5/2024","1/9/2024","TTNP","Titan Pharmaceuticals
CUSIP: 888314606","Buy","1","$0.43","($0.43)"
"1/5/2024","1/5/2024","1/5/2024","DSS","DSS
CUSIP: 26253C102","SPR","1S","",""
"1/5/2024","1/5/2024","1/5/2024","TENX","Tenax Therapeutics
CUSIP: 88032L605","SPR","1","",""
"1/5/2024","1/5/2024","1/5/2024","PRSO","Peraso Inc.
CUSIP: 71360T200","SPR","1","",""
"1/4/2024","1/4/2024","1/8/2024","TBLT","ToughBuilt Industries
CUSIP: 89157G868","Sell","1","$7.92","$7.92"
"1/4/2024","1/4/2024","1/4/2024","TBLT","ToughBuilt Industries
CUSIP: 89157G868","SPR","1","",""
"1/3/2024","1/4/2024","1/5/2024","ACON","Aclarion
CUSIP: 655187102","SPR","1S","",""
"1/3/2024","1/3/2024","1/5/2024","ACON","Aclarion
CUSIP: 655187102","Buy","1","$0.20","($0.20)"
"1/3/2024","1/3/2024","1/5/2024","MULN","Mullen Automotive
CUSIP: 62526P406","Sell","1","$11.88","$11.88"
"1/3/2024","1/3/2024","1/5/2024","AVTX","Avalo Therapeutics
CUSIP: 05338F306","Sell","1","$8.18","$8.18"
"1/3/2024","1/3/2024","1/3/2024","MULN","Mullen Automotive
CUSIP: 62526P406","SPR","1","",""
"1/3/2024","1/3/2024","1/3/2024","PRSO","Peraso
CUSIP: 71360T101","SPR","1S","",""
"1/3/2024","1/3/2024","1/3/2024","AVTX","Avalo Therapeutics
CUSIP: 05338F306","SPR","1","",""
"1/2/2024","1/3/2024","1/4/2024","TENX","Tenax Therapeutics
CUSIP: 88032L506","SPR","1S","",""
"1/2/2024","1/2/2024","1/4/2024","TENX","Tenax Therapeutics
CUSIP: 88032L506","Buy","1","$0.26","($0.26)"
"1/2/2024","1/2/2024","1/2/2024","TBLT","ToughBuilt Industries
CUSIP: 89157G884","SPR","1S","",""
"12/29/2023","12/29/2023","1/3/2024","VS","Versus Systems
CUSIP: 92535P873","Sell","0.0625","$3.08","$0.19"
"12/29/2023","12/29/2023","1/3/2024","NXU","Nxu
CUSIP: 62956D204","Sell","1","$2.19","$2.19"
"12/29/2023","12/29/2023","12/29/2023","AVTX","Avalo Therapeutics
CUSIP: 05338F207","SPR","1S","",""
"12/29/2023","12/29/2023","12/29/2023","VS","Versus Systems
CUSIP: 92535P873","SPR","0.0625","",""
"12/29/2023","12/29/2023","12/29/2023","VS","Versus Systems
CUSIP: 92535P881","SPR","1S","",""
"12/29/2023","12/29/2023","12/29/2023","NXU","Nxu
CUSIP: 62956D204","SPR","1","",""
"12/28/2023","12/28/2023","1/2/2024","PRSO","Peraso
CUSIP: 71360T101","Buy","1","$0.26","($0.26)"
"12/28/2023","12/28/2023","1/2/2024","TBLT","ToughBuilt Industries
CUSIP: 89157G884","Buy","1","$0.16","($0.16)"
"12/28/2023","12/28/2023","1/2/2024","DSS","DSS
CUSIP: 26253C102","Buy","1","$0.14","($0.14)"
"12/27/2023","12/27/2023","12/29/2023","AVTX","Avalo Therapeutics
CUSIP: 05338F207","Buy","1","$0.05","($0.05)"
"12/27/2023","12/27/2023","12/29/2023","VS","Versus Systems
CUSIP: 92535P881","Buy","1","$0.15","($0.15)"
"12/27/2023","12/27/2023","12/27/2023","NXU","Nxu
CUSIP: 62956D105","SPR","1S","",""
"12/26/2023","12/26/2023","12/28/2023","BBLG","Bone Biologics
CUSIP: 098070501","Sell","0.125","$3.16","$0.40"
"12/26/2023","12/26/2023","12/28/2023","BKYI","BIO-key
CUSIP: 09060C507","Sell","1","$2.75","$2.75"
"12/26/2023","12/26/2023","12/28/2023","SIDU","Sidus Space
CUSIP: 826165201","Sell","1","$4.06","$4.06"
"12/26/2023","12/26/2023","12/28/2023","WNW","Meiwu Technology Company
CUSIP: G9604C115","Sell","1","$2.20","$2.20"
"12/26/2023","12/26/2023","12/26/2023","BKYI","BIO-key
CUSIP: 09060C507","SPR","1","",""
"12/22/2023","12/22/2023","12/27/2023","NXU","Nxu
CUSIP: 62956D105","Buy","1","$0.02","($0.02)"
"12/22/2023","12/22/2023","12/22/2023","GMBL","Esports Entertainment
CUSIP: 29667K504","SPR","1S","",""
"12/22/2023","12/22/2023","12/22/2023","SIDU","Sidus Space
CUSIP: 826165201","SPR","1","",""
"12/22/2023","12/22/2023","12/22/2023","WNW","Meiwu Technology Company
CUSIP: G9604C115","SPR","1","",""
"12/21/2023","12/22/2023","12/26/2023","GMBL","Esports Entertainment
CUSIP: 29667K504","SPR","1S","",""
"12/21/2023","12/21/2023","12/26/2023","CENN","Cenntro Electric Group Limited
CUSIP: Q6519V146","Sell","1","$1.43","$1.43"
"12/21/2023","12/21/2023","12/26/2023","GMBL","Esports Entertainment
CUSIP: 29667K504","Buy","1","$0.01","($0.01)"
"12/21/2023","12/21/2023","12/21/2023","BKYI","BIO-key
CUSIP: 09060C408","SPR","1S","",""
"12/21/2023","12/21/2023","12/21/2023","MULN","Mullen Automotive
CUSIP: 62526P307","SPR","1S","",""
"12/21/2023","12/21/2023","12/21/2023","CENN","Cenntro Electric Group Limited
CUSIP: Q6519V146","SPR","1","",""
"12/20/2023","12/20/2023","12/22/2023","GMBL","Esports Entertainment
CUSIP: 29667K504","Buy","1","$0.01","($0.01)"
"12/20/2023","12/20/2023","12/22/2023","VRAX","Virax Biolabs
CUSIP: G9495L125","Sell","1","$1.48","$1.48"
"12/20/2023","12/20/2023","12/20/2023","VRAX","Virax Biolabs
CUSIP: G9495L125","SPR","1","",""
"12/19/2023","12/20/2023","12/21/2023","BBLG","Bone Biologics
CUSIP: 098070501","SPR","0.125","",""
"12/19/2023","12/20/2023","12/21/2023","BBLG","Bone Biologics
CUSIP: 098070402","SPR","1S","",""
"12/19/2023","12/20/2023","12/21/2023","WNW","Meiwu Technology Company
CUSIP: G9604C107","SPR","1S","",""
"12/19/2023","12/20/2023","12/21/2023","SIDU","Sidus Space
CUSIP: 826165102","SPR","1S","",""
"12/19/2023","12/19/2023","12/21/2023","BBLG","Bone Biologics
CUSIP: 098070402","Buy","1","$0.41","($0.41)"
"12/19/2023","12/19/2023","12/21/2023","BKYI","BIO-key
CUSIP: 09060C408","Buy","1","$0.16","($0.16)"
"12/19/2023","12/19/2023","12/21/2023","MULN","Mullen Automotive
CUSIP: 62526P307","Buy","1","$0.09","($0.09)"
"12/19/2023","12/19/2023","12/21/2023","SIDU","Sidus Space
CUSIP: 826165102","Buy","1","$0.04","($0.04)"
"12/19/2023","12/19/2023","12/21/2023","WNW","Meiwu Technology Company
CUSIP: G9604C107","Buy","1","$0.08","($0.08)"
"12/15/2023","12/18/2023","12/19/2023","VRAX","Virax Biolabs
CUSIP: G9495L109","SPR","1S","",""
"12/15/2023","12/15/2023","12/19/2023","VRAX","Virax Biolabs
CUSIP: G9495L109","Buy","1","$0.18","($0.18)"
"12/14/2023","12/14/2023","12/18/2023","AUVIQ","APPLIED UV INC
CUSIP: 037988300","Sell","1","$1.71","$1.71"
"12/14/2023","12/14/2023","12/14/2023","AUVIQ","APPLIED UV INC
CUSIP: 037988300","SPR","1","",""
"12/13/2023","12/13/2023","12/15/2023","SNCR","Synchronoss Technologies
CUSIP: 87157B400","Sell","1","$3.63","$3.63"
"12/13/2023","12/13/2023","12/13/2023","SNCR","Synchronoss Technologies
CUSIP: 87157B400","SPR","1","",""
"12/12/2023","12/12/2023","12/14/2023","SNCE","Science 37
CUSIP: 808644207","Sell","1","$4.16","$4.16"
"12/12/2023","12/12/2023","12/12/2023","SNCE","Science 37
CUSIP: 808644207","SPR","1","",""
"12/11/2023","12/12/2023","12/13/2023","AUVI","Applied UV
CUSIP: 037988102","SPR","1S","",""
"12/11/2023","12/11/2023","12/13/2023","AUVI","Applied UV
CUSIP: 037988102","Buy","1","$0.09","($0.09)"
"12/11/2023","12/11/2023","12/13/2023","PAVM","PAVmed
CUSIP: 70387R403","Sell","1","$2.90","$2.90"
"12/11/2023","12/11/2023","12/11/2023","PAVM","PAVmed
CUSIP: 70387R403","SPR","1","",""
"12/8/2023","12/11/2023","12/12/2023","SNCR","Synchronoss Technologies
CUSIP: 87157B103","SPR","1S","",""
"12/8/2023","12/8/2023","12/12/2023","SNCR","Synchronoss Technologies
CUSIP: 87157B103","Buy","1","$0.47","($0.47)"
"12/8/2023","12/8/2023","12/8/2023","CENN","Cenntro Electric Group Limited
CUSIP: Q6519V120","SPR","1S","",""
"12/7/2023","12/8/2023","12/11/2023","SNCE","Science 37
CUSIP: 808644108","SPR","1S","",""
"12/7/2023","12/7/2023","12/11/2023","SNCE","Science 37
CUSIP: 808644108","Buy","1","$0.25","($0.25)"
"12/7/2023","12/7/2023","12/11/2023","SYTA","Siyata Mobile
CUSIP: 83013Q707","Sell","0.142857","$3.58","$0.51"
